EmployeeID,Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,Region,EducationLevel,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
EMP2121,21,18-30,Male,Divorced,Human Resources,Human Resources,South,2,Life Sciences,4336,25,0,7,3,2,3,Travel_Rarely,11,No,4,3,2,3,3,3,80,1,Y,No
EMP2122,34,31-45,Male,Married,Human Resources,Human Resources,South,3,Technical Degree,7738,23,1,0,5,1,2,Travel_Frequently,2,Yes,4,2,3,1,3,3,80,1,Y,No
EMP2123,24,18-30,Male,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,9122,20,3,2,3,2,3,Travel_Rarely,26,No,1,3,3,1,3,3,80,1,Y,No
EMP2124,40,31-45,Female,Married,Research & Development,Research Scientist,North,3,Life Sciences,7592,16,1,17,12,2,2,Travel_Frequently,6,No,1,3,2,4,3,3,80,1,Y,No
EMP2125,45,31-45,Male,Divorced,Research & Development,Laboratory Technician,North,2,Life Sciences,8403,11,0,1,3,7,2,Travel_Rarely,1,No,3,1,2,4,3,3,80,1,Y,Yes
EMP2126,32,31-45,Female,Married,Research & Development,Healthcare Representative,West,2,Life Sciences,6256,12,1,0,9,5,4,Travel_Rarely,4,Yes,3,2,2,2,3,3,80,1,Y,Yes
EMP2127,18,18-30,Female,Divorced,Sales,Manager,East,1,Other,6980,17,2,4,1,4,3,Travel_Rarely,29,No,1,3,4,2,2,3,80,1,Y,No
EMP2128,38,31-45,Male,Single,Research & Development,Manufacturing Director,East,2,Medical,8629,23,1,13,3,2,2,Travel_Rarely,11,Yes,4,3,2,3,3,3,80,1,Y,No
EMP2129,41,31-45,Female,Single,Research & Development,Manufacturing Director,South,3,Life Sciences,7290,21,0,0,3,0,3,Travel_Rarely,3,No,3,2,3,1,3,4,80,1,Y,Yes
EMP2130,37,31-45,Female,Single,Sales,Sales Representative,West,2,Life Sciences,4337,14,1,3,17,2,4,Travel_Rarely,7,Yes,3,2,4,4,3,3,80,1,Y,No
EMP2131,49,46+,Female,Divorced,Research & Development,Research Scientist,North,3,Life Sciences,10165,19,0,16,0,6,4,Travel_Rarely,8,No,3,4,2,2,3,3,80,1,Y,No
EMP2132,26,18-30,Male,Single,Research & Development,Laboratory Technician,South,3,Life Sciences,6393,13,2,0,0,2,0,Travel_Rarely,1,Yes,3,1,1,4,1,3,80,1,Y,No
EMP2133,40,31-45,Male,Divorced,Sales,Sales Representative,South,4,Life Sciences,8911,14,1,2,3,3,3,Travel_Rarely,1,Yes,1,4,1,4,3,3,80,1,Y,Yes
EMP2134,44,31-45,Female,Married,Sales,Manager,West,4,Marketing,8572,13,1,10,1,1,2,Travel_Rarely,7,No,4,1,1,3,3,4,80,1,Y,No
EMP2135,19,18-30,Male,Single,Research & Development,Healthcare Representative,West,4,Life Sciences,4718,17,1,5,4,7,3,Travel_Rarely,4,No,2,2,1,4,2,3,80,1,Y,No
EMP2136,36,31-45,Female,Married,Sales,Sales Executive,North,1,Life Sciences,5411,12,3,12,14,7,2,Travel_Frequently,1,No,1,3,4,2,2,3,80,1,Y,No
EMP2137,31,31-45,Male,Single,Research & Development,Healthcare Representative,West,3,Life Sciences,7055,20,0,0,11,1,3,Travel_Frequently,13,No,4,2,2,3,3,3,80,1,Y,No
EMP2138,36,31-45,Male,Married,Research & Development,Healthcare Representative,West,4,Marketing,7469,22,0,17,1,4,3,Travel_Frequently,6,No,4,2,3,3,3,4,80,1,Y,No
EMP2139,40,31-45,Male,Married,Research & Development,Laboratory Technician,North,1,Medical,7539,22,0,19,0,0,2,Travel_Rarely,3,No,4,2,1,3,3,3,80,1,Y,No
EMP2140,32,31-45,Male,Single,Research & Development,Manufacturing Director,South,3,Marketing,8041,12,1,1,3,3,2,Non-Travel,1,Yes,4,4,2,1,4,3,80,1,Y,No
EMP2141,30,18-30,Male,Divorced,Research & Development,Laboratory Technician,South,4,Medical,9947,12,1,0,3,1,3,Travel_Frequently,8,Yes,3,3,2,2,3,3,80,1,Y,No
EMP2142,37,31-45,Male,Married,Research & Development,Laboratory Technician,West,3,Marketing,8526,24,1,32,4,1,2,Travel_Rarely,9,No,4,3,2,2,3,4,80,1,Y,No
EMP2143,26,18-30,Male,Married,Research & Development,Manufacturing Director,North,1,Life Sciences,8069,22,1,4,5,0,0,Travel_Rarely,9,No,1,3,2,3,3,3,80,1,Y,No
EMP2144,26,18-30,Female,Divorced,Research & Development,Manufacturing Director,West,1,Human Resources,5707,14,0,5,3,8,0,Travel_Rarely,2,No,4,3,3,4,3,3,80,1,Y,No
EMP2145,40,31-45,Female,Single,Sales,Sales Executive,South,3,Life Sciences,8898,18,0,6,0,6,3,Travel_Rarely,8,No,3,3,3,3,3,3,80,1,Y,No
EMP2146,24,18-30,Male,Married,Human Resources,Manager,East,2,Life Sciences,5062,18,0,10,6,0,4,Travel_Rarely,21,No,1,3,1,4,4,3,80,1,Y,No
EMP2147,43,31-45,Male,Married,Research & Development,Manufacturing Director,South,3,Marketing,7339,18,1,11,0,3,3,Travel_Frequently,3,No,3,2,4,1,4,3,80,1,Y,No
EMP2148,41,31-45,Male,Married,Research & Development,Healthcare Representative,East,3,Medical,7128,18,1,1,0,1,2,Travel_Rarely,2,No,3,2,2,4,3,3,80,1,Y,No
EMP2149,19,18-30,Male,Single,Research & Development,Manufacturing Director,West,2,Human Resources,2949,17,1,1,5,1,2,Travel_Rarely,13,Yes,3,2,2,3,2,3,80,1,Y,Yes
EMP2150,28,18-30,Male,Single,Human Resources,Manager,West,4,Medical,7664,16,0,14,3,6,2,Travel_Rarely,1,No,1,2,4,1,2,4,80,1,Y,No
EMP2151,48,46+,Male,Married,Research & Development,Research Scientist,West,3,Technical Degree,7291,22,0,11,4,1,6,Travel_Rarely,2,No,4,1,4,3,1,3,80,1,Y,No
EMP2152,27,18-30,Male,Single,Research & Development,Research Scientist,North,2,Technical Degree,8449,17,2,6,1,3,2,Travel_Rarely,1,No,1,4,4,3,4,3,80,1,Y,No
EMP2153,32,31-45,Female,Single,Research & Development,Manufacturing Director,East,4,Other,7750,23,0,36,0,2,2,Travel_Rarely,2,No,3,3,1,2,3,3,80,1,Y,No
EMP2154,41,31-45,Male,Single,Research & Development,Research Scientist,North,4,Human Resources,6814,25,0,9,1,1,3,Travel_Rarely,4,No,4,1,4,4,3,3,80,1,Y,No
EMP2155,44,31-45,Female,Married,Research & Development,Manufacturing Director,South,3,Human Resources,7178,24,0,1,3,2,4,Travel_Rarely,1,Yes,3,2,3,4,3,3,80,1,Y,No
EMP2156,34,31-45,Male,Single,Research & Development,Healthcare Representative,East,4,Marketing,8348,15,1,13,1,8,0,Non-Travel,18,Yes,2,2,3,2,2,3,80,1,Y,No
EMP2157,28,18-30,Female,Married,Sales,Sales Representative,South,4,Life Sciences,4684,18,0,3,4,5,2,Travel_Frequently,6,No,1,2,4,3,3,3,80,1,Y,No
EMP2158,47,46+,Male,Divorced,Human Resources,Human Resources,South,4,Life Sciences,8867,12,0,0,6,1,2,Travel_Frequently,7,No,3,2,4,1,2,3,80,1,Y,No
EMP2159,50,46+,Male,Married,Human Resources,Manager,West,3,Marketing,6180,15,1,2,2,6,3,Travel_Rarely,4,No,4,4,3,4,3,4,80,1,Y,No
EMP2160,42,31-45,Male,Divorced,Sales,Sales Representative,North,4,Other,7173,17,0,10,8,8,1,Travel_Rarely,9,No,4,1,4,2,1,3,80,1,Y,No
EMP2161,37,31-45,Male,Married,Research & Development,Laboratory Technician,East,5,Marketing,8998,19,0,22,7,1,3,Travel_Rarely,5,Yes,4,2,3,2,3,3,80,1,Y,No
EMP2162,26,18-30,Male,Married,Sales,Sales Representative,South,4,Human Resources,7341,20,1,2,8,2,2,Travel_Frequently,12,No,1,1,3,3,3,3,80,1,Y,No
EMP2163,28,18-30,Male,Single,Research & Development,Healthcare Representative,North,1,Technical Degree,7397,11,2,1,4,1,4,Travel_Frequently,15,Yes,2,4,2,1,3,3,80,1,Y,No
EMP2164,42,31-45,Female,Single,Research & Development,Healthcare Representative,North,3,Life Sciences,6792,21,0,5,1,2,1,Travel_Rarely,10,No,1,3,4,2,3,4,80,1,Y,Yes
EMP2165,37,31-45,Male,Single,Sales,Manager,West,3,Life Sciences,6889,19,0,11,2,4,1,Non-Travel,6,No,2,3,3,1,3,3,80,1,Y,Yes
EMP2166,51,46+,Female,Single,Research & Development,Laboratory Technician,West,2,Life Sciences,9991,13,0,9,4,1,3,Travel_Rarely,13,Yes,2,3,4,1,2,3,80,1,Y,No
EMP2167,43,31-45,Male,Divorced,Research & Development,Laboratory Technician,West,5,Life Sciences,8870,11,1,5,0,0,3,Travel_Rarely,6,No,2,2,3,1,3,3,80,1,Y,No
EMP2168,21,18-30,Female,Divorced,Research & Development,Laboratory Technician,West,2,Medical,6633,17,2,6,5,2,3,Travel_Rarely,1,No,3,2,4,4,3,3,80,1,Y,No
EMP2169,43,31-45,Male,Single,Sales,Manager,North,2,Other,7534,25,0,1,3,2,3,Travel_Rarely,1,Yes,2,3,3,4,3,3,80,1,Y,No
EMP2170,25,18-30,Male,Married,Sales,Sales Representative,South,4,Marketing,8261,13,0,3,0,3,1,Travel_Rarely,26,No,3,3,3,3,2,3,80,1,Y,No
EMP2171,33,31-45,Male,Married,Research & Development,Healthcare Representative,East,3,Medical,7080,18,0,2,3,4,2,Travel_Frequently,2,No,4,2,4,3,2,3,80,1,Y,No
EMP2172,37,31-45,Male,Married,Human Resources,Manager,South,1,Life Sciences,4492,21,0,15,0,0,2,Travel_Rarely,15,No,3,2,1,3,4,3,80,1,Y,No
EMP2173,56,46+,Male,Married,Research & Development,Research Scientist,South,3,Life Sciences,8318,12,0,0,0,2,4,Travel_Rarely,2,No,4,3,2,3,2,3,80,1,Y,Yes
EMP2174,60,46+,Male,Single,Sales,Manager,South,3,Medical,9326,25,2,7,8,1,2,Travel_Rarely,5,No,4,2,3,3,3,3,80,1,Y,No
EMP2175,43,31-45,Female,Married,Research & Development,Laboratory Technician,East,1,Life Sciences,5756,14,1,2,2,8,1,Travel_Rarely,9,No,2,3,2,3,3,3,80,1,Y,No
EMP2176,35,31-45,Female,Married,Research & Development,Research Scientist,East,5,Life Sciences,7946,22,0,4,3,2,2,Travel_Rarely,1,No,1,3,2,3,3,3,80,1,Y,Yes
EMP2177,42,31-45,Male,Married,Research & Development,Manufacturing Director,North,3,Medical,8450,12,2,2,1,1,4,Travel_Rarely,12,No,1,1,2,3,4,3,80,1,Y,No
EMP2178,41,31-45,Female,Married,Sales,Manager,South,3,Life Sciences,6660,21,0,2,3,0,4,Travel_Frequently,10,No,2,3,2,3,4,3,80,1,Y,No
EMP2179,33,31-45,Female,Divorced,Research & Development,Healthcare Representative,East,3,Human Resources,8032,14,0,2,0,1,4,Travel_Frequently,7,No,3,3,4,3,3,3,80,1,Y,No
EMP2180,54,46+,Female,Divorced,Research & Development,Manufacturing Director,East,3,Life Sciences,10189,22,2,9,5,1,2,Travel_Frequently,7,No,4,2,4,4,2,4,80,1,Y,Yes
EMP2181,37,31-45,Male,Married,Human Resources,Human Resources,North,2,Life Sciences,7105,11,0,3,6,4,3,Travel_Rarely,1,No,4,2,3,4,2,3,80,1,Y,No
EMP2182,41,31-45,Male,Single,Research & Development,Manufacturing Director,East,2,Life Sciences,6022,23,2,9,7,6,2,Travel_Rarely,5,No,1,1,1,4,3,3,80,1,Y,No
EMP2183,43,31-45,Male,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,8535,20,1,4,0,2,1,Travel_Rarely,1,No,4,3,4,4,3,3,80,1,Y,No
EMP2184,38,31-45,Female,Married,Human Resources,Manager,South,4,Medical,7628,15,3,5,3,3,0,Travel_Rarely,3,Yes,2,3,3,1,3,4,80,1,Y,No
EMP2185,41,31-45,Male,Single,Sales,Sales Representative,West,1,Marketing,6322,13,1,5,6,5,1,Travel_Frequently,20,Yes,4,3,4,4,3,3,80,1,Y,No
EMP2186,29,18-30,Male,Married,Human Resources,Manager,East,3,Medical,6695,19,0,26,0,2,3,Non-Travel,7,No,1,2,3,3,3,3,80,1,Y,No
EMP2187,31,31-45,Male,Single,Research & Development,Laboratory Technician,North,4,Marketing,8212,14,2,3,0,0,4,Travel_Rarely,12,No,1,4,1,3,2,3,80,1,Y,Yes
EMP2188,24,18-30,Male,Married,Sales,Sales Executive,East,2,Life Sciences,5710,16,0,1,6,1,1,Travel_Frequently,7,No,2,3,3,3,3,3,80,1,Y,No
EMP2189,37,31-45,Female,Single,Sales,Sales Representative,East,1,Medical,5254,19,1,16,6,7,4,Travel_Frequently,1,No,4,3,3,1,3,3,80,1,Y,No
EMP2190,44,31-45,Male,Single,Research & Development,Manufacturing Director,West,3,Life Sciences,8488,12,1,1,2,6,2,Travel_Rarely,8,No,2,2,4,4,3,3,80,1,Y,No
EMP2191,38,31-45,Female,Married,Sales,Sales Representative,East,3,Life Sciences,9580,17,1,12,0,0,2,Travel_Rarely,12,Yes,1,2,4,4,2,3,80,1,Y,No
EMP2192,53,46+,Female,Divorced,Research & Development,Laboratory Technician,East,2,Technical Degree,8369,13,1,1,2,1,2,Travel_Rarely,1,No,4,3,2,3,3,3,80,1,Y,No
EMP2193,36,31-45,Male,Married,Research & Development,Healthcare Representative,South,3,Technical Degree,9136,11,1,7,2,5,2,Travel_Rarely,15,No,4,3,4,2,3,3,80,1,Y,No
EMP2194,43,31-45,Male,Married,Research & Development,Manufacturing Director,North,3,Marketing,8486,19,2,1,2,3,2,Travel_Rarely,7,No,1,3,3,4,3,3,80,1,Y,No
EMP2195,24,18-30,Female,Divorced,Sales,Sales Representative,North,3,Life Sciences,5259,19,2,17,2,5,3,Travel_Rarely,1,No,4,1,2,3,4,3,80,1,Y,No
EMP2196,31,31-45,Male,Single,Human Resources,Manager,South,2,Life Sciences,5724,22,0,5,3,1,3,Travel_Rarely,6,No,2,3,3,3,3,3,80,1,Y,No
EMP2197,41,31-45,Male,Single,Human Resources,Manager,East,3,Other,7259,21,2,2,5,8,4,Travel_Rarely,4,Yes,2,3,2,3,3,3,80,1,Y,No
EMP2198,42,31-45,Male,Single,Human Resources,Human Resources,South,4,Life Sciences,8546,14,1,1,5,5,2,Travel_Rarely,3,Yes,3,4,1,4,4,4,80,1,Y,Yes
EMP2199,34,31-45,Male,Divorced,Research & Development,Laboratory Technician,South,5,Life Sciences,11376,19,2,3,4,1,3,Travel_Rarely,13,No,3,2,2,1,3,3,80,1,Y,No
EMP2200,33,31-45,Male,Married,Sales,Manager,North,4,Life Sciences,7405,17,3,8,0,3,3,Travel_Frequently,20,No,3,3,2,4,3,3,80,1,Y,No
EMP2201,21,18-30,Male,Single,Research & Development,Manufacturing Director,South,3,Life Sciences,5202,14,0,3,2,1,5,Travel_Rarely,12,No,3,3,1,4,3,3,80,1,Y,No
EMP2202,30,18-30,Male,Married,Sales,Sales Representative,South,3,Life Sciences,4714,22,0,1,0,2,2,Travel_Rarely,16,No,3,3,4,3,3,3,80,1,Y,No
EMP2203,42,31-45,Male,Divorced,Sales,Sales Representative,East,3,Medical,7153,12,1,6,2,4,6,Travel_Rarely,21,No,4,3,1,2,1,3,80,1,Y,No
EMP2204,42,31-45,Female,Single,Research & Development,Laboratory Technician,North,2,Medical,6606,23,0,3,14,2,3,Travel_Rarely,21,Yes,4,4,3,2,3,3,80,1,Y,No
EMP2205,42,31-45,Male,Married,Research & Development,Manufacturing Director,East,1,Human Resources,8229,15,1,1,4,4,3,Travel_Frequently,1,Yes,3,4,3,1,3,3,80,1,Y,No
EMP2206,37,31-45,Female,Married,Research & Development,Manufacturing Director,West,3,Life Sciences,8638,18,2,1,0,1,0,Non-Travel,5,No,1,2,2,1,3,3,80,1,Y,No
EMP2207,37,31-45,Male,Married,Research & Development,Research Scientist,North,2,Life Sciences,7384,20,0,8,1,4,2,Travel_Rarely,1,No,3,3,4,2,3,4,80,1,Y,No
EMP2208,30,18-30,Female,Married,Research & Development,Healthcare Representative,South,2,Medical,7788,20,2,25,0,2,2,Travel_Rarely,6,No,4,3,3,3,3,3,80,1,Y,No
EMP2209,40,31-45,Male,Married,Sales,Sales Executive,North,5,Medical,8377,16,3,1,0,5,0,Travel_Rarely,23,Yes,3,2,4,2,3,3,80,1,Y,No
EMP2210,38,31-45,Female,Married,Human Resources,Manager,East,2,Medical,8881,22,0,10,2,1,2,Travel_Rarely,1,Yes,3,2,3,2,1,3,80,1,Y,No
EMP2211,41,31-45,Male,Married,Research & Development,Research Scientist,East,2,Technical Degree,8631,24,1,0,1,2,5,Travel_Rarely,9,No,2,1,4,3,3,3,80,1,Y,No
EMP2212,31,31-45,Female,Married,Research & Development,Manufacturing Director,South,1,Life Sciences,7754,22,0,3,0,2,2,Travel_Rarely,9,No,3,3,4,2,2,3,80,1,Y,No
EMP2213,18,18-30,Male,Single,Sales,Sales Executive,East,3,Technical Degree,4002,21,1,4,0,2,1,Travel_Rarely,1,No,2,2,2,4,2,3,80,1,Y,No
EMP2214,47,46+,Male,Married,Research & Development,Healthcare Representative,West,3,Medical,7354,15,1,2,4,2,2,Travel_Rarely,2,No,4,3,3,3,3,3,80,1,Y,Yes
EMP2215,32,31-45,Male,Single,Research & Development,Laboratory Technician,North,3,Life Sciences,8134,14,2,5,3,2,0,Travel_Rarely,5,No,3,3,3,1,3,3,80,1,Y,No
EMP2216,26,18-30,Female,Married,Sales,Sales Representative,North,3,Human Resources,4520,21,0,14,7,9,2,Travel_Rarely,1,No,2,3,4,2,3,3,80,1,Y,No
EMP2217,40,31-45,Female,Single,Sales,Manager,West,4,Medical,7150,25,1,20,0,1,3,Travel_Rarely,7,No,3,2,2,4,3,3,80,1,Y,No
EMP2218,33,31-45,Male,Married,Research & Development,Healthcare Representative,East,4,Life Sciences,9455,16,1,0,7,5,2,Travel_Rarely,5,No,4,3,3,2,4,3,80,1,Y,Yes
EMP2219,47,46+,Female,Single,Research & Development,Research Scientist,West,5,Life Sciences,8784,23,0,2,3,3,3,Travel_Rarely,6,No,2,3,1,4,3,3,80,1,Y,Yes
EMP2220,39,31-45,Female,Married,Sales,Sales Representative,East,4,Life Sciences,6368,21,1,27,1,2,1,Travel_Rarely,1,No,3,2,4,4,3,3,80,1,Y,No
EMP2221,41,31-45,Female,Single,Human Resources,Human Resources,West,3,Medical,8081,13,3,2,1,4,4,Travel_Rarely,6,No,3,3,3,2,2,3,80,1,Y,No
EMP2222,21,18-30,Female,Married,Sales,Sales Executive,South,2,Life Sciences,8068,12,1,8,1,6,5,Non-Travel,1,No,4,3,4,3,3,3,80,1,Y,No
EMP2223,49,46+,Female,Married,Research & Development,Healthcare Representative,East,1,Life Sciences,7149,11,1,2,2,2,0,Travel_Rarely,19,Yes,1,1,4,3,2,3,80,1,Y,No
EMP2224,37,31-45,Male,Divorced,Human Resources,Manager,West,1,Life Sciences,7628,19,1,3,0,6,4,Travel_Rarely,3,No,3,3,3,2,3,3,80,1,Y,No
EMP2225,33,31-45,Female,Married,Research & Development,Research Scientist,East,3,Marketing,6520,11,1,1,7,0,2,Travel_Rarely,17,Yes,4,2,3,2,3,3,80,1,Y,No
EMP2226,38,31-45,Male,Divorced,Research & Development,Manufacturing Director,North,4,Technical Degree,8305,21,0,13,0,4,2,Travel_Rarely,10,Yes,4,3,3,3,4,3,80,1,Y,No
EMP2227,19,18-30,Female,Single,Research & Development,Research Scientist,North,3,Technical Degree,6437,14,1,14,2,2,2,Travel_Rarely,13,Yes,3,3,3,4,3,3,80,1,Y,No
EMP2228,37,31-45,Male,Married,Sales,Manager,North,1,Life Sciences,5521,16,1,2,1,2,2,Travel_Rarely,3,Yes,4,1,3,2,1,3,80,1,Y,Yes
EMP2229,25,18-30,Male,Single,Human Resources,Human Resources,North,3,Human Resources,7050,19,1,12,2,3,5,Travel_Rarely,2,No,3,3,2,3,3,3,80,1,Y,No
EMP2230,23,18-30,Male,Married,Research & Development,Healthcare Representative,South,4,Medical,5392,14,0,3,8,2,1,Travel_Rarely,4,No,3,3,3,2,3,3,80,1,Y,No
EMP2231,21,18-30,Female,Single,Human Resources,Manager,East,3,Human Resources,5914,17,0,0,17,2,1,Travel_Rarely,1,No,3,3,4,3,3,3,80,1,Y,No
EMP2232,44,31-45,Female,Married,Sales,Manager,East,4,Medical,9508,17,1,9,0,2,2,Travel_Frequently,22,No,1,2,2,4,4,3,80,1,Y,Yes
EMP2233,28,18-30,Male,Married,Sales,Manager,South,4,Medical,7890,23,0,6,1,3,2,Travel_Rarely,4,No,3,2,4,3,4,3,80,1,Y,No
EMP2234,47,46+,Female,Divorced,Sales,Manager,East,4,Marketing,9049,24,0,2,6,3,4,Travel_Frequently,29,No,3,2,1,4,3,4,80,1,Y,No
EMP2235,31,31-45,Female,Single,Research & Development,Healthcare Representative,North,4,Life Sciences,9782,16,0,2,1,2,2,Non-Travel,12,No,4,4,3,2,2,3,80,1,Y,Yes
EMP2236,19,18-30,Female,Married,Research & Development,Research Scientist,North,4,Medical,6656,19,1,25,4,1,2,Travel_Rarely,1,No,4,1,1,4,1,3,80,1,Y,No
EMP2237,25,18-30,Male,Divorced,Research & Development,Research Scientist,North,2,Technical Degree,4770,21,3,13,17,5,2,Travel_Rarely,9,No,3,3,3,2,4,3,80,1,Y,No
EMP2238,49,46+,Female,Single,Research & Development,Healthcare Representative,South,1,Technical Degree,8282,20,2,11,4,5,2,Travel_Rarely,2,Yes,2,3,1,4,4,4,80,1,Y,No
EMP2239,33,31-45,Male,Divorced,Human Resources,Manager,North,3,Human Resources,6489,17,0,0,0,1,0,Travel_Rarely,2,No,1,3,3,4,3,4,80,1,Y,No
EMP2240,29,18-30,Female,Single,Sales,Sales Representative,South,2,Marketing,3681,13,0,9,7,1,2,Travel_Rarely,2,No,2,3,3,4,3,3,80,1,Y,No
EMP2241,36,31-45,Male,Divorced,Human Resources,Human Resources,South,5,Life Sciences,6329,16,2,1,13,1,1,Non-Travel,22,No,3,4,4,2,3,3,80,1,Y,No
EMP2242,42,31-45,Male,Divorced,Research & Development,Manufacturing Director,West,2,Life Sciences,6456,17,2,26,4,7,4,Travel_Rarely,6,No,2,3,3,3,3,3,80,1,Y,No
EMP2243,48,46+,Female,Divorced,Research & Development,Healthcare Representative,North,4,Medical,8262,22,0,0,2,5,2,Travel_Rarely,9,Yes,3,2,4,3,4,3,80,1,Y,No
EMP2244,51,46+,Male,Married,Research & Development,Healthcare Representative,East,3,Medical,8658,17,1,3,11,0,4,Travel_Rarely,2,Yes,2,1,4,4,2,3,80,1,Y,No
EMP2245,33,31-45,Male,Divorced,Research & Development,Research Scientist,East,3,Life Sciences,7264,23,0,3,13,6,5,Travel_Rarely,6,No,4,2,1,3,4,3,80,1,Y,No
EMP2246,23,18-30,Female,Single,Research & Development,Healthcare Representative,West,4,Life Sciences,6305,16,1,12,10,0,5,Travel_Rarely,3,No,4,3,2,4,3,3,80,1,Y,No
EMP2247,30,18-30,Male,Married,Sales,Sales Executive,West,3,Medical,5195,13,0,10,2,1,1,Travel_Rarely,3,Yes,3,2,1,3,3,3,80,1,Y,Yes
EMP2248,36,31-45,Male,Single,Sales,Sales Representative,North,3,Marketing,7632,16,3,3,6,7,5,Travel_Rarely,2,Yes,2,3,3,3,3,3,80,1,Y,No
EMP2249,26,18-30,Male,Married,Human Resources,Manager,North,1,Other,5419,12,1,5,4,6,3,Travel_Rarely,4,No,3,1,3,1,3,4,80,1,Y,No
EMP2250,27,18-30,Male,Married,Research & Development,Research Scientist,West,3,Marketing,7336,25,0,12,0,5,3,Travel_Frequently,9,No,1,2,4,2,3,3,80,1,Y,No
EMP2251,40,31-45,Male,Single,Research & Development,Manufacturing Director,South,2,Technical Degree,9934,20,1,0,3,2,1,Travel_Rarely,2,No,1,3,3,2,3,3,80,1,Y,No
EMP2252,36,31-45,Male,Divorced,Research & Development,Laboratory Technician,East,3,Medical,8075,23,0,11,5,2,1,Travel_Rarely,29,Yes,1,2,4,2,3,3,80,1,Y,No
EMP2253,34,31-45,Female,Married,Sales,Sales Executive,East,3,Other,6580,11,0,20,9,7,5,Travel_Rarely,1,Yes,1,3,2,1,3,4,80,1,Y,Yes
EMP2254,27,18-30,Male,Divorced,Sales,Sales Executive,East,3,Medical,6333,18,0,0,7,4,1,Travel_Rarely,5,No,1,4,1,4,3,3,80,1,Y,No
EMP2255,34,31-45,Male,Divorced,Research & Development,Manufacturing Director,West,4,Technical Degree,8238,13,1,0,0,1,1,Travel_Rarely,1,No,2,3,4,3,4,3,80,1,Y,No
EMP2256,27,18-30,Male,Married,Research & Development,Research Scientist,West,3,Human Resources,7898,24,0,2,2,2,2,Travel_Rarely,1,Yes,1,3,2,4,2,3,80,1,Y,No
EMP2257,42,31-45,Male,Single,Sales,Sales Executive,East,3,Human Resources,7606,18,1,0,2,7,4,Travel_Rarely,23,No,3,3,4,3,3,3,80,1,Y,No
EMP2258,47,46+,Female,Married,Research & Development,Laboratory Technician,South,4,Life Sciences,6828,13,1,4,9,7,2,Non-Travel,14,No,4,1,1,4,2,3,80,1,Y,No
EMP2259,18,18-30,Female,Married,Sales,Sales Executive,West,2,Life Sciences,4815,12,1,9,0,4,4,Travel_Rarely,10,No,4,3,4,3,3,3,80,1,Y,No
EMP2260,27,18-30,Male,Single,Research & Development,Research Scientist,North,3,Life Sciences,7161,22,0,5,5,5,2,Travel_Rarely,18,Yes,1,1,4,1,3,3,80,1,Y,Yes
EMP2261,20,18-30,Male,Married,Sales,Sales Representative,North,3,Life Sciences,7465,18,0,1,3,0,1,Travel_Frequently,14,No,3,2,3,3,4,3,80,1,Y,No
EMP2262,30,18-30,Male,Married,Research & Development,Healthcare Representative,West,4,Life Sciences,6856,13,0,7,10,3,2,Travel_Rarely,9,No,4,4,4,3,1,3,80,1,Y,Yes
EMP2263,36,31-45,Female,Single,Research & Development,Healthcare Representative,North,3,Life Sciences,5917,25,0,8,2,4,3,Travel_Rarely,16,No,1,3,2,3,3,3,80,1,Y,Yes
EMP2264,22,18-30,Male,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,6837,18,1,18,4,0,2,Travel_Rarely,4,No,4,3,1,4,3,3,80,1,Y,Yes
EMP2265,25,18-30,Male,Married,Sales,Manager,North,3,Medical,7339,12,2,1,14,6,2,Travel_Rarely,7,No,3,3,1,4,2,3,80,1,Y,No
EMP2266,24,18-30,Male,Single,Sales,Sales Representative,West,3,Marketing,5747,14,0,8,5,7,1,Travel_Rarely,13,Yes,4,3,2,3,3,3,80,1,Y,No
EMP2267,39,31-45,Female,Married,Research & Development,Laboratory Technician,South,1,Life Sciences,10179,19,1,16,0,1,2,Travel_Rarely,1,No,4,4,3,4,4,3,80,1,Y,No
EMP2268,37,31-45,Female,Married,Research & Development,Manufacturing Director,East,3,Medical,10536,25,0,4,0,6,3,Travel_Frequently,17,No,3,3,4,3,3,3,80,1,Y,No
EMP2269,29,18-30,Female,Divorced,Research & Development,Manufacturing Director,North,4,Marketing,7633,11,0,3,6,4,2,Travel_Rarely,1,No,3,3,1,1,2,4,80,1,Y,Yes
EMP2270,35,31-45,Male,Single,Sales,Manager,East,5,Medical,8124,12,1,1,1,3,1,Travel_Rarely,17,No,2,3,4,3,3,3,80,1,Y,No
EMP2271,31,31-45,Male,Married,Research & Development,Manufacturing Director,West,3,Human Resources,9122,25,1,14,4,6,1,Travel_Rarely,3,No,1,4,4,4,2,3,80,1,Y,No
